City,Community,Pincode,Active Registrations,Lat,Lon,,March-2024,April-2024,May-2024,June-2024,July-2024,August-2024,September-2024,October-2024,November-2024,December-2024,January-2025,February-2025,March-2025,April-2025,May-2025,June-2025,July-2025,August-2025,March-2024,April-2024,May-2024,June-2024,July-2024,August-2024,September-2024,October-2024,November-2024,December-2024,January-2025,February-2025,March-2025,April-2025,May-2025,June-2025,July-2025,August-2025
Delhi,C0107,201304,64,28.5455068,77.3758673,,257.2,261.8,231.6,172.5,273.9,147.2,396.4,302.4,234.7,264.1,208.4,205.1,417.7,258.3,253.8,358.1,248.4,267.8,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,57,59,60
Delhi,C0108,122017,28,28.514187,77.0044725,,122.7,85.1,134.6,135.9,95.9,135.2,136.4,159.2,193,108,162.4,136.4,160.9,147.5,207,148.9,187.6,236.2,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Delhi,C0109,110075,34,28.560314,77.054465,,241.3758929,252.6042614,191.2,156.7,157.7,161.1,192.9,194.2,160.7,132.1,183.6,138.7,117.4,122.2,144.1,105.9,174.5,203.7,0,0,47,45,44,44,42,43,43,41,38,41,38,41,42,43,42,41
Delhi,C0110,110021,61,28.5744821,77.1635927,,228.1,216.5,192.1,143.1,193,171.5,147.6,214.6,193.6,155.8,224.2,165,178.5,219.7,183.3,165.3,348.3,195.4,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Delhi,C0111,110092,96,28.6099645,77.2724079,,202.6,182.9,220.8,175.4,185.5,173.7,162.5,187.1,129.6,132.6,152.4,153.4,139.2,162.2,176.9,136.3,234.1,170.1,25,25,43,42,42,42,45,41,46,48,46,48,49,46,46,47,45,47
Delhi,C0112,110064,49,28.6314695,77.1186733,,152.9,89.7,182.7,137,126,144.6,105.3,94.6,190.4,99.7,100.3,86.2,91.4,69.7,115.3,83.6,114.1,163.4,56,63,40,33,33,28,35,33,30,33,30,33,30,30,25,26,24,27
Delhi,C0113,201304,28,28.5230395,77.3563102,,86.1,115.6,98.7,69.9,88.3,83.6,73.5,162.3,128.1,115.5,104.8,106.5,143.1,165.3,140.6,129.1,185.6,143.5,32,32,53,58,51,53,55,53,51,55,38,76,52,76,34,36,34,47
Delhi,C0114,201304,48,28.5313278,77.3891427,,140.3,212.9,134.4,95.5,112.9,173.8,156.5,288,184.4,116.1,98.3,108.3,162.1,183.4,130.8,88.9,107.3,132.1,16,15,43,43,43,43,33,44,44,44,44,44,44,44,44,42,44,44
Delhi,C0115,110007,31,28.6888676,77.2148112,,125.1,121.3,102.5,133.4,104.2,190.6,123.2,109.8,131.1,121.4,169.9,100.8,139.1,83.2,108.7,92.4,196,128.7,87,87,17,22,18,18,16,20,16,23,28,31,27,29,28,30,28,28
Delhi,C0116,122006,27,28.4774824,76.9862677,,88,71.4,88.1,53.3,74.8,158.6,42.7,92.7,61,60.7,75.1,46.9,80.8,43.3,87.4,69.2,78.2,128.5,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,22,20,23
Delhi,C0117,201301,36,28.5944182,77.3673215,,144.8,120.5,96.1,116.1,98.1,150.9,140.9,161.4,189.6,113.9,115.2,110.9,156.4,108.9,159.8,137.5,108.8,123.6,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,31,33,33
Delhi,C0118,122018,28,28.403234,77.0456181,,71.5,53.6,65.6,31.7,122.9,53.5,71.1,182.2,128.9,131.2,109,132,136.7,154.2,122.7,130.4,158.5,105.2,41,41,29,29,31,26,29,26,30,27,30,26,24,24,26,28,26,26
Delhi,C0119,110092,18,28.650218,77.3027059,,106.8,55.6,87.4,43.4,83.6,113,66.7,56.6,64.1,50.4,71.7,56.2,140.2,85.2,89.4,75.6,95.9,99.9,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,61,59,61
Delhi,C0120,110075,15,28.5822999,77.0499762,,68.7,58.9,57.5,37,48.9,75.8,58.6,68.4,67.6,35.9,68.2,61.2,56,54.8,49.5,48,60.1,91.8,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,38,47
Delhi,C0121,110075,16,28.575941,77.0425938,,37.5,21.1,21.8,18.1,14.7,27.6,19.5,13.9,34.7,27.8,27.1,33.9,23,25.8,39,29.6,28.4,47.3,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,23,21,28
Delhi,C0122,110075,25,28.5944388,77.0528555,,63,41.1,44.5,37,42.5,53.7,61.5,60.4,37.2,31.8,54.7,46.5,46.3,40.1,27.2,14,33.8,47.3,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Delhi,C0123,110091,17,28.5879225,77.3039268,,26.1,39.1,43.6,25.8,49.7,35.4,17.1,47.3,32.7,50.2,28.9,25.8,35.8,39.2,46,33.3,30.5,20.9,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Delhi,C0124,201010,52,28.677849,77.352082,,70.6,19.7,142.1,83.9,149.5,5,110.3,56.5,41.4,100.1,427.1,187.9,65.4,6.8,15.2,28.7,32,19.7,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,42,40,44
Delhi,C0125,110070,6,28.4958562,77.1848254,,10.8,0,7,7.4,0,11.5,13.9,53.7,15.6,9.9,7.2,12.2,9,11,13.1,10,4.6,12.8,56,0,58,53,0,56,63,58,58,49,59,56,45,57,52,53,52,52
Delhi,C0126,110014,18,28.580136,77.2484931,,18.9,17.9,26.3,13.1,7.6,16.7,8.9,8,14.1,8.9,23,8,19.5,22.6,36.7,14.2,17.4,7.6,49,55,34,35,32,35,39,33,34,30,32,43,40,39,34,32,34,36
Delhi,C0127,122017,2,28.5072801,77.0089452,,678,554.9,586.9,639.3,603.2,669.4,145.4,0,0,0,0,0,0,0,0,0,0,0,37,38,57,48,48,39,61,0,0,0,0,0,0,0,0,0,0,0
Hyderabad,C0128,500091,1806,17.3594756,78.3721344,,4325.8,5661.5,5368.5,4869.5,5809.3,4546.1,4563.1,4354,6132.6,5171.5,4172.8,4421.3,3443.3,7553,4838.1,6757.3,4327.2,6277.7,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Hyderabad,C0129,500032,885,17.4337593,78.3322467,,2531.7,2064.4,2011.9,3039.3,3063.4,2814.6,2770.2,3297.5,3270.9,2729,2980.3,2483.4,3005.9,2641.7,2603.6,2519.7,3175,3337.3,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,23,21,24
Hyderabad,C0130,500050,765,17.5047783,78.3278967,,3128,4374.6,2390.6,2593.8,3435.3,2875.7,2815.6,3558.5,2846.9,3157.4,2749.5,2620.5,2825.8,3559.2,2358.7,2908.8,3274,2717.7,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Hyderabad,C0131,500019,571,17.4741703,78.3131036,,1446.4,1381.2,1887.7,1684.5,1813.7,2413.2,1859.3,3104,2101.1,1951.8,2585.6,2003.4,2314.6,2295.7,2585,2316.9,3167.2,2314.6,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,39,47
Hyderabad,C0132,500019,485,17.4650031,78.3108289,,1917.3,1809,1973.8,2015.6,1934.2,2377.4,1924.8,2485.7,2092.4,1842.2,2496.5,1899.1,2091.6,2006.8,2173.4,2070.1,2568.5,2168.7,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0133,500019,584,17.4698168,78.3117306,,1600.3,1718.2,2005.1,1850.5,1739.6,2193,1886.7,2400.9,1927.2,1745.4,2258.4,1612,1736.5,1661.7,1806.4,1631.7,1724.9,2130.7,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Hyderabad,C0134,500046,680,17.4551689,78.3011764,,1587.1,1213,1098.9,1574,1315.6,1647.1,1394.5,1490,1799.3,1247.9,1070.8,1249.8,1537.7,1332.1,1633.5,1252.3,1296.9,1830.6,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,41,39,44
Hyderabad,C0135,500075,283,17.4016328,78.3508464,,777.6,636,731.5,886.7,747.9,860.5,650.3,741.5,1067.7,828.4,1219.9,1180.2,1557.5,1241.5,1485.8,1286.2,1342.7,1553.4,71,61,45,47,53,49,53,56,44,42,47,49,51,47,40,42,41,44
Hyderabad,C0136,500085,762,17.477333,78.391798,,874.6,873.8,1043.4,825.9,1099.6,1099.4,1568.9,1914.5,1505.4,1539.7,1867.6,1495.3,1526.8,1766.6,1220.8,1277.6,1570.7,1297.3,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Hyderabad,C0137,500084,503,17.4747952,78.3468868,,986.8,919.7,792.6,999.3,1373.3,1091,1402.5,1177.3,1086.2,1273,1079.8,1064,1406.3,1143.1,1020.6,1317.1,1306.7,1229.5,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Hyderabad,C0138,500018,206,17.4678211,78.4076841,,818.1,548.9,679.3,613.3,547.2,685.8,539.6,612.6,773.7,550.5,642.6,492.2,639.7,506.6,572.4,540.4,661.5,759.7,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,21,19,22
Hyderabad,C0139,500032,97,17.4214792,78.3406628,,602.2,470.4,548.6,481.2,528.5,574.5,513.1,520.2,636.2,485.2,694.6,477,512.1,498.5,651.6,498.3,503,674.7,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Hyderabad,C0140,500050,254,17.505258,78.328135,,241.3758929,97.5,394.6,467.6,634.1,623.4,430.2,822.8,591.7,742.6,498.4,564.6,769.8,1153.3,592.2,571.3,768,616.6,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,42,41,47
Hyderabad,C0141,502032,274,17.455522,78.291148,,241.3758929,156.5,260.8,263.4,226.8,261.4,226.6,228.7,315.1,356.8,438.9,325.4,510.2,596.4,668,602,847.9,600.9,71,61,39,28,22,28,17,33,22,33,17,28,33,39,22,24,22,28
Hyderabad,C0142,500084,169,17.4655716,78.3504793,,14.9,12,9.4,2.2,86.9,410.3,489.1,757,506.2,430.5,570.3,383.5,488.6,593.9,480.7,508.2,675.4,587.2,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Hyderabad,C0143,500010,116,17.5199323,78.5410125,,482.6,759.7,443.1,472.4,581.1,485.9,613.1,485.5,533.4,574.5,528.2,490.9,615.5,519.5,458.7,707.9,521.5,562.6,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,22,20,23
Hyderabad,C0144,500019,143,17.4534817,78.2907588,,637.9,542.8,760.6,722.4,636,908,546.5,824.9,648.8,586.4,749.8,569.6,653.7,601.9,715.1,654.4,786.3,507.3,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Hyderabad,C0145,500087,124,17.5025722,78.534651,,229.2,360.9,227.9,232.4,317.6,224.8,341.8,147.8,452.2,501.4,412.6,412.1,613.4,511.9,424.3,524.7,396.1,484.5,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Hyderabad,C0146,500085,181,17.4754929,78.381094,,557.7,649.7,440,495.1,635.3,528.9,484.6,633.8,460.1,597.1,480.2,448.7,456.9,604.4,431,508.5,620.2,474.1,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,41,40,48
Hyderabad,C0147,500046,144,17.4658362,78.2632767,,240.3,236.8,396.3,409.9,487.5,385.1,342.1,549,441,412.2,528.2,459.1,466.4,650.7,524.4,532.3,809.1,463.4,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,60,59,61
Hyderabad,C0148,500084,163,17.4647114,78.3694529,,528.4,534.8,691.2,477.6,706.2,489.9,469.7,675.9,561.1,435.4,641.3,451,577,639,446.3,505.1,624.6,431,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,54,52,56
Hyderabad,C0149,500072,248,17.4745,78.3926008,,483.6,604.8,443.3,404.7,571.8,478,451.4,512.7,449.3,490.2,385.1,436.4,402.9,558.1,379.1,404.4,453.3,414,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,50,52,55
Hyderabad,C0150,500072,109,17.475419,78.39054,,241.3758929,252.6042614,,,,245.7,291,362.1,247.8,365.4,272.8,258.9,292.2,386.2,258.1,369.7,403.3,403.2,0,0,0,0,0,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0151,500019,109,17.472855,78.3101779,,313.7,420.9,411.2,357.7,322.7,428.4,351.1,597,382.1,337.4,433.3,287.5,375.4,371.3,388.5,349.6,397.8,401.6,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0152,500087,146,17.5126699,78.5458548,,506.5,958.5,446.3,413.2,487.4,444.4,572,295.2,461.9,562.6,369.3,356.9,538.4,416.2,478.4,472.4,362.3,389.5,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,42,40,44
Hyderabad,C0153,500084,118,17.4782755,78.3795076,,366.3,509.4,354.5,464.3,407,417.8,308.8,522,376.8,382.2,337.3,313,380.7,525.6,315,396.5,522.5,381.2,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Hyderabad,C0154,500008,63,17.4215034,78.3466772,,276.7,233.7,172.3,267.2,257.2,296.7,287.2,261.5,301.9,250.2,222.7,256.9,295.9,249.4,307.5,292.8,240.7,365.5,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,42,40,46
Hyderabad,C0155,502032,123,17.4448885,78.2842745,,256.7,257.4,253.3,211.4,285.4,347.1,295.6,373.4,283.3,244.5,354.5,231.5,320.3,303.4,301.1,326.6,425.6,353.7,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Hyderabad,C0156,502032,97,17.4509281,78.2811925,,275.9,276.1,311.6,280,276.2,361.5,297.6,405.6,293.5,248.7,345.1,274.6,288.9,383.8,412.2,392.4,410.7,348.7,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,23,21,24
Hyderabad,C0157,500032,45,17.4281333,78.3299717,,205.8,188,155.3,270.5,158.3,298.2,193.7,272.1,266.1,157.8,258.6,169.4,221.9,178.5,225.3,267.5,233.1,347.6,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Hyderabad,C0158,500032,235,17.4508957,78.3623262,,170,347.8,33.3,180.1,425.2,299.1,503.3,295.8,440.7,572,405.7,355.1,443,321,281.3,412.4,277.5,334,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Hyderabad,C0159,500011,76,17.4788009,78.4924214,,273.1,515.1,257.1,281.5,388.1,401.8,536.8,553.4,522.6,546.7,313.5,329.6,436.8,344.1,257,352.1,360.7,332.8,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,61,59,61
Hyderabad,C0160,500019,70,17.4371424,78.2824952,,171.7,234.5,237.3,210,216.3,322.1,205,276.6,252.3,184.7,262.8,212.8,254.1,204.2,306.9,260.6,364,314.5,71,61,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Hyderabad,C0161,500019,205,17.4531359,78.3005802,,96.7,62.4,89.6,171.4,203.5,230.8,152.1,233.3,236.2,160.6,185.8,206.6,296.2,233.5,219.1,236.5,216.2,309.4,62,62,24,62,55,26,28,33,28,30,32,28,28,32,30,30,29,30
Hyderabad,C0162,500032,34,17.4444367,78.365912,,204.6,151.3,152.4,158.3,187.3,188.4,190.7,253.9,212.9,206.8,227.7,158.2,206.8,240.5,188.8,304.8,303.8,304.3,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,20,18,22
Hyderabad,C0163,502032,67,17.4508242,78.2828242,,278.4,269.6,383.9,330.8,340.7,380.6,290.9,405.3,304.1,293.6,379.1,253.9,280.5,362.1,254.3,293.9,312.2,295.9,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Hyderabad,C0164,500049,50,17.5037717,78.332549,,262.2,278.8,217,252.1,356.1,570.9,256.3,308.6,265.6,334.6,252,322.5,237,403.9,308.7,311.6,459.8,292.4,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,41,39,44
Hyderabad,C0165,500019,96,17.4677253,78.3104268,,156.8,117.1,117.2,130.3,152.9,145.5,132.6,157.7,265.7,186.4,210.2,227.8,207,155,207.4,191.9,185.3,288.1,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,24,22,28
Hyderabad,C0166,500090,140,17.5484094,78.3736096,,296.4,473.8,319.6,431.2,418.4,283.4,362.8,394.2,295.7,332.2,315.3,280.4,354.2,465.5,300.9,366.7,402.1,285.8,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,57,59,60
Hyderabad,C0167,500056,57,17.492838,78.5469015,,256.2,380.9,229.6,344,342.6,264.2,309.6,141.5,296.2,300.9,249.8,332.9,289.7,248.6,225.8,376.7,295.2,276.8,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0168,500032,45,17.4468545,78.3668009,,219.6,240.1,291.4,244.5,333.4,316.7,261.4,350.8,251.2,276.6,294.5,177,193,295.6,228,240.1,247.5,262.7,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,54,52,56
Hyderabad,C0169,500032,52,17.4361222,78.2880669,,156.1,142.5,214.4,209.9,176.3,231.9,156,179.6,259.7,155.2,272.4,194.5,229.3,169,271.3,231.6,265.2,250.7,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,53,51,55
Hyderabad,C0170,500019,97,17.45243,78.299956,,241.3758929,252.6042614,,,,10.8,40.1,83.5,94.4,131.3,82.7,106.2,224.8,209.8,178.2,187.1,218.8,246.2,0,0,0,0,0,39,61,46,54,54,58,58,64,54,39,37,39,47
Hyderabad,C0171,500032,77,17.432269,78.329094,,85.8,86.6,115.9,79.9,112,143.7,78.9,76.9,153.5,119.3,94.9,114.1,158.5,129.3,146.6,106.1,102.1,236.9,56,58,58,53,53,56,63,58,58,49,53,51,50,55,51,49,51,51
Hyderabad,C0172,500008,59,17.414219,78.368001,,93.3,64.1,49.1,188.2,228.4,300.8,153.8,178.8,224.9,160.9,206.4,242.6,228.8,234.6,192.1,174.2,221.8,235.5,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Hyderabad,C0173,500033,22,17.4325894,78.4070691,,110.2,76.3,69.7,49.6,119.5,149.2,187.9,121.5,176.5,154.6,200,108.5,144,144.1,178.2,128.8,161.6,233.6,21,29,40,40,40,60,40,40,40,40,40,40,40,60,20,21,19,32
Hyderabad,C0174,502030,47,17.4538852,78.2896471,,222.5,183.5,232.9,189,257.2,175.5,148.4,273.6,191.1,207.3,265.3,190.6,177.3,190.8,199,213,252.7,218.5,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,43,42,47
Hyderabad,C0175,500030,54,17.370086,78.425278,,279.2,200.6,257.5,286.8,348.4,257.5,253.4,540,259.4,220.4,275.4,204.7,214.2,258.7,218.5,230.1,326,211.5,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Hyderabad,C0176,500081,123,17.4395673,78.388311,,109.1,85,59.6,88.2,131.2,97.1,105,282,179.6,313.7,211.9,197.6,202.5,289.9,189.6,214.4,274.8,203.8,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0177,500081,117,17.4393286,78.390444,,170.2,241.3,143.1,154.7,223.2,177.3,179.7,235.7,172.9,202.5,203.2,155.6,175,181.5,181,175.6,236,199.5,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Hyderabad,C0178,500077,45,17.3139306,78.4366984,,187.1,177.6,186.8,272.5,347.7,360.6,232.1,249,237.3,179.6,216.5,184.4,197.2,173.7,161.8,248.7,163.1,193.5,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Hyderabad,C0179,500090,112,17.5320961,78.3792112,,986.4,1807.2,811.9,1128,1342.5,1018.7,421.7,208.1,153.7,309.9,189.1,177.8,197.7,195.2,150.3,214.1,266.3,187.1,71,61,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Hyderabad,C0180,500049,89,17.5010254,78.3656224,,171.7,403.6,197.8,75.5,153.3,153.6,135.6,201.4,152.7,248.1,170.6,174.6,196.2,267.5,153.1,144.3,242.6,186,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,24,23,28
Hyderabad,C0181,500084,96,17.467699,78.348493,,241.3758929,252.6042614,,,0,16.6,72,131.5,133.2,163.6,120.9,124.5,154.1,147.3,132.1,257.7,184,181.3,0,0,0,0,0,49,53,56,44,42,47,49,51,47,40,42,41,44
Hyderabad,C0182,500019,119,17.4607832,78.2858101,,185.1,208.6,181.6,99.8,144.2,197.4,157.8,169.4,228.8,126.5,163.7,107.3,123.1,198.6,167.6,137.1,220.4,163.8,49,55,34,35,32,35,39,33,34,30,32,43,40,39,34,32,34,36
Hyderabad,C0183,500089,20,17.4027233,78.3773127,,125.3,97,91.6,129.8,95.5,110.4,75.7,78.3,155.2,88.5,76.5,90.3,96.6,95.6,141.7,93.8,119.1,159.8,47,47,43,43,41,39,41,38,42,43,42,43,42,42,42,40,42,41
Hyderabad,C0184,500014,60,17.5609509,78.4885643,,121.7,358.5,166,138.4,164.2,155.8,150,180.2,142,186.8,156.9,195.6,191.3,149,160.4,170.8,134.6,157.6,44,43,53,51,48,48,48,44,46,42,38,38,40,47,29,27,29,34
Hyderabad,C0185,502032,53,17.4567037,78.2907298,,148.6,110.7,144.9,116.5,154.3,141.1,137.5,276.7,149.4,128.9,135,138.8,169.5,170.3,132.9,94.8,161.3,154.2,75,75,55,53,48,52,44,48,52,49,45,47,47,42,43,44,42,44
Hyderabad,C0186,502032,25,17.4558707,78.2946019,,187.5,178.2,193.5,167.8,154.8,265.4,168,263.9,263.8,137,251.9,174.4,174.3,169.2,178.1,184.6,184.7,142.3,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0187,500010,45,17.5274072,78.5371432,,4.4,41.7,26,7.3,17,13.3,35.6,64.2,76.4,78.7,59,102.7,153.3,118.2,178.6,280.1,92.6,136.9,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0188,500034,19,17.416889,78.43867,,93.5,75.5,82.7,97.5,90.6,118,105.3,106.9,123.4,86.4,146.3,121.5,90.1,104.9,114.9,98,100.1,136.7,43,37,70,75,70,80,80,80,70,75,75,80,75,70,80,82,80,77
Hyderabad,C0189,500019,41,17.4752205,78.3076033,,119.5,117.7,140.3,94.9,110,178.9,131,143.1,138,85.7,126.1,97.9,148.5,109.3,110.7,111.5,169.6,136.3,69,67,88,87,89,87,85,85,87,87,46,44,44,42,44,42,44,43
Hyderabad,C0190,500083,94,17.4965041,78.5873759,,118,289.1,146.4,126.3,183.7,155.8,142.4,118.7,42.3,119.9,86.4,104.6,148.3,127.5,88.8,124.9,143.2,132.1,54,62,48,49,45,46,52,49,42,51,46,46,43,41,43,45,44,43
Hyderabad,C0191,502032,40,17.4491033,78.2903887,,122.9,117.8,137.5,121.3,155.6,133.4,143,156.8,193.1,167.2,181.4,102.3,122.8,179.1,117.4,154.9,194.1,130.3,43,43,21,14,17,12,12,14,10,14,12,12,12,12,12,14,12,12
Hyderabad,C0192,500019,60,17.4430109,78.2771571,,105.1,88.1,94.6,90.3,106.4,80.7,91.3,159.4,90.4,83.8,151.2,147.2,101.8,116,118,116.4,142.4,129.1,69,67,88,87,89,87,85,85,87,87,85,85,83,86,86,84,86,85
Hyderabad,C0193,500084,29,17.4626737,78.3704928,,91.5,80.5,94.6,122.6,131.2,111.5,133.9,235.9,131.9,114.4,122.5,126.6,135.2,126.4,106,116.9,159.8,125.1,20,60,73,70,68,68,60,70,75,65,56,49,45,72,65,66,64,62
Hyderabad,C0194,500068,49,17.3513367,78.5625531,,108.7,44.3,36.9,42.3,97.2,75.6,100.4,92.8,166,112.5,76.5,64.1,98.8,79.9,63,133.8,129.8,123.9,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Hyderabad,C0195,500043,86,17.565816,78.4705767,,67.8,127.2,6.9,6.3,29.5,60.7,100.6,81.5,76.4,83,51.1,71.8,45.3,70.2,53.6,64.1,61.7,121.1,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,53,51,55
Hyderabad,C0196,500084,22,17.4574295,78.3633743,,91.8,105.1,112.9,81.3,151.5,120.7,86.3,154.6,121.5,100.3,133.9,121,172.3,210.4,122.8,112.9,164.5,121.1,56,58,58,53,53,56,63,58,58,49,59,56,45,57,52,53,52,52
Hyderabad,C0197,500086,18,17.3596325,78.381023,,50.7,34.1,52.1,55.8,86.2,71.2,50.4,67.8,97.2,87.3,81,70.4,113.4,82,105.4,89.7,104.3,114.5,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Hyderabad,C0198,500034,26,17.4231553,78.4412012,,80.9,60.2,54.8,49.5,54.8,68.4,68,58,100.1,70.9,128,72.4,101.1,77.2,91,91.9,93.5,112.1,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,39,47
Hyderabad,C0199,500090,59,17.5585724,78.371659,,88.2,166.1,72.2,114,161,65.6,101.1,100,84.6,104.5,67.2,69.4,66.5,130.1,80.7,70.6,114.4,108.5,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Hyderabad,C0200,500019,144,17.4660387,78.3120888,,156.7,122.1,99.9,62.9,51.5,78.5,84.8,104.1,116.5,77.2,98.1,88.3,123.4,67.8,122.7,66.2,101,107.1,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,42,41,47
Hyderabad,C0201,500034,28,17.5185015,78.5409206,,80.6,163.9,72.8,80.5,97.1,98.8,104.3,51.1,112.9,98.4,87.3,97.3,100.6,98.8,92,108.7,102.6,106.3,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,21,19,22
