City,Community,Pincode,Active Registrations,Lat,Lon,,March-2024,April-2024,May-2024,June-2024,July-2024,August-2024,September-2024,October-2024,November-2024,December-2024,January-2025,February-2025,March-2025,April-2025,May-2025,June-2025,July-2025,August-2025,March-2024,April-2024,May-2024,June-2024,July-2024,August-2024,September-2024,October-2024,November-2024,December-2024,January-2025,February-2025,March-2025,April-2025,May-2025,June-2025,July-2025,August-2025
Mumbai,C0306,400101,94,19.1965002,72.877464,,256.3,138.7,186.7,212.8,197.3,250.7,197.8,245.8,230.4,176.4,239.3,203.9,201.7,210.8,207.1,183.6,196.5,288.5,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Mumbai,C0307,410206,135,18.996528,73.11489,,241.3758929,252.6042614,,,,,,78.5,163.3,81.7,113.9,180.6,188.3,387,207.3,179.6,152.9,266.8,0,0,0,0,0,0,0,54,53,50,51,50,50,50,47,45,47,48
Mumbai,C0308,400028,67,19.0153028,72.8372408,,227.5,116.6,234.4,230.6,192.1,300.3,203.2,267.4,239.7,184.9,250.8,217.1,192.4,239.9,241.7,239,281.2,254.4,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,23,21,28
Mumbai,C0309,400063,56,19.1550326,72.8552438,,126,100.4,119.4,80.4,78.2,169,103.7,146.6,161.5,116.2,144.2,145.7,116.9,113.3,149.8,135.2,155.6,215.5,25,23,62,62,62,46,57,57,50,57,57,57,57,43,50,48,50,50
Mumbai,C0310,400706,83,19.0411973,73.0095175,,180.9,212.2,163.4,168.4,245.6,209.9,155.4,321.8,217,252.8,217.4,181.8,211,274.6,199.7,234,237.6,210.7,71,61,39,28,22,28,17,33,22,33,17,28,33,39,22,23,22,28
Mumbai,C0311,400016,67,19.0282347,72.8785587,,145.7,147.4,261.3,122.1,147.6,303,150.4,322.9,180.6,143.1,269.2,205.8,170.8,249.7,184.5,144.2,231.1,207.4,14,19,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Mumbai,C0312,410206,119,18.99238828,73.13692662,,241.3758929,252.6042614,,,,,,,,,,,,215.1,172.7,187.8,255.2,192.1,0,0,0,0,0,0,0,0,0,0,17,0,0,39,22,23,22,27
Mumbai,C0313,400080,95,19.168845,72.936237,,241.3758929,252.6042614,,84.8,145.8,292.6,194.8,249.3,262.3,229.9,296.5,192.9,248.1,217.8,195,265.3,248,188.5,0,0,0,63,7,50,60,64,59,63,65,61,62,64,59,61,59,61
Mumbai,C0314,400022,239,19.034407,72.870215,,241.3758929,252.6042614,8.6,25.6,51,63.7,62.1,93.8,144.7,157.7,379.2,292.1,204.7,374.5,298.8,198.1,189.5,181.2,0,0,43,42,42,42,45,41,46,48,46,48,49,46,46,44,46,46
Mumbai,C0315,410210,74,19.0473216,73.0699046,,181.4,130.2,196.7,159.8,172.6,165.2,169.7,232.1,144.5,197.4,172.2,137,128.7,222.9,200.2,162,279,180.9,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,17,19,22
Mumbai,C0316,410218,236,19.0372683,73.1029506,,241.3758929,16.6,35.8,109.2,42.8,16.6,0,25,0,5.2,0,0,80.7,167.3,124.1,122.3,162.4,178.7,0,29,50,58,55,52,0,50,0,54,54,0,58,51,41,39,41,46
Mumbai,C0317,410210,46,19.0498079,73.0743781,,27.2,25.3,35.6,33.6,32.1,50.5,57.5,120.5,90,125.8,95.8,69.5,77.7,119.9,94.3,111,210,174.9,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,60,59,61
Mumbai,C0318,410210,28,19.0437297,73.0617416,,123.1,87,166.7,149.4,144.3,141.4,142.9,267.6,146,155.7,129.5,97.4,123,128.4,103.5,98.6,158.4,169.3,56,58,58,53,53,56,63,58,58,49,53,51,50,55,51,49,51,51
Mumbai,C0319,400028,51,19.0180718,72.843418,,110.6,125.3,133.5,171.3,118.5,264.4,244.2,244.7,214.9,178.5,197.3,140.8,106.5,152.2,169.4,140.4,165,164,45,47,19,19,19,19,19,19,19,19,13,19,13,19,13,11,13,14
Mumbai,C0320,400014,12,19.013015,72.843586,,241.3758929,252.6042614,,,,,,,,10.5,12.2,16.3,92.6,60,64.8,76.8,61,158.8,0,0,0,0,0,0,0,0,0,63,60,60,63,58,52,50,52,55
Mumbai,C0321,400042,80,19.1296111,72.9333539,,151.9,77.3,133.7,175.7,110.5,194.8,134.6,173.2,315.6,134.7,138.4,141.4,161.4,162.9,124,183.3,124.6,151.1,25,25,43,42,42,42,45,41,46,48,46,48,49,46,46,44,46,46
Mumbai,C0322,410206,100,18.972009,73.0348229,,113.9,142,94.7,125.3,149.8,125.9,142.3,192.2,177.8,153.7,162.1,105.8,126.8,135.4,118.8,120.3,192.4,147.8,20,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Mumbai,C0323,410210,58,19.0483796,73.0749396,,109.9,108.8,141.9,109.3,156.8,106,100,127.5,71.3,92.7,88.4,82.4,82.2,78,54,105.8,139.7,146,75,75,48,46,43,45,41,44,46,45,45,45,44,45,44,42,44,44
Mumbai,C0324,400101,100,19.199247,72.8736881,,150.8,97.9,122.9,107.8,101.6,136.1,122.5,172.9,166.3,121.7,164.7,114.1,112.8,109.6,110.9,173.3,103.2,137.7,56,63,30,30,30,26,26,30,22,22,29,36,32,36,36,34,36,35
Mumbai,C0325,400028,39,19.0161228,72.8360206,,115.1,66.4,146.7,174.5,117.7,159.4,111.6,158.6,157.8,136.9,185.2,132.2,107.9,114,146.7,117.3,146.1,125.1,48,49,29,29,29,29,29,21,29,29,29,29,29,29,29,27,29,29
Mumbai,C0326,400614,61,19.034237,73.043801,,241.3758929,252.6042614,,,,,,,,,,0,53,121.7,50.6,56.4,122.5,122.3,0,0,0,0,0,0,0,0,0,0,31,0,28,25,19,21,20,23
Mumbai,C0327,400101,21,19.1970373,72.8706072,,108.2,55.8,81.4,73,73.3,97.5,89.5,103.9,71.8,68.2,87.4,67.3,69.8,60.2,54,75.8,84.3,120.7,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Mumbai,C0328,400614,36,19.033787,73.04523,,241.3758929,252.6042614,,,,,,,,,,0,41.7,76.6,94.6,72.6,92.6,119.8,0,0,0,0,0,0,0,0,0,0,17,0,33,39,22,20,22,27
Mumbai,C0329,400042,57,19.1307386,72.9362378,,75.5,78.6,67.6,77.9,55.9,111.5,107.6,130.3,156.9,63.8,75.9,70.9,75.4,61.3,48.5,106,47.3,111.3,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,50,52,55
Mumbai,C0330,400071,43,19.0522603,72.9093762,,69,85.2,83.3,82.7,79.3,106.1,106.9,208,101.3,171.9,150.2,97.6,108.7,133,110.1,87.5,107.5,107.5,80,80,69,67,69,71,69,68,71,68,75,68,66,68,68,69,67,68
Mumbai,C0331,400063,17,19.163562,72.85158,,241.3758929,252.6042614,,,,,27,53.2,68.4,56.3,81,70.6,66.6,77.2,94.6,43.9,48.7,106.6,0,0,0,0,0,0,66,67,67,63,60,60,63,58,52,53,51,55
Mumbai,C0332,400086,47,19.0988126,72.9181878,,51.3,38.5,59,74.9,61.2,99.3,68.9,78.3,71.7,60,65.8,59.9,103,65.1,68.1,80.4,74.7,100.5,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Mumbai,C0333,400701,38,19.1202357,72.9912797,,88.8,96.4,107.6,72.8,194.9,74,116,217.5,101.4,122.2,89.8,113.2,87,151,72.5,83,140.4,96.9,32,32,53,58,51,53,55,53,51,55,54,54,56,52,55,53,55,54
Mumbai,C0334,400014,11,19.0192168,72.8472356,,28.8,19,32,29,56,33.2,30.2,12.9,83.2,22.8,16,43.1,65.3,28.9,42.7,29.2,33.5,84.2,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,22,20,23
Mumbai,C0335,400706,36,19.0136872,73.0124308,,50.9,63.4,67.2,94,106.4,56,76.5,167.9,80.3,98.8,67.2,81.7,73.3,86.2,48.1,60.9,69.6,78.8,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Mumbai,C0336,410206,36,18.970872,73.014066,,241.3758929,252.6042614,,,,,,,,,,0,70.7,78.6,74.7,77.7,115.6,76.4,0,0,0,0,0,0,0,0,0,0,26,0,27,27,21,19,21,23
Mumbai,C0337,400075,17,19.078908,72.907908,,241.3758929,252.6042614,,,,,,,,,35,51.2,130.1,53.2,38.1,47.8,60.4,74.6,0,0,0,0,0,0,0,0,0,0,31,31,28,25,19,17,19,22
Mumbai,C0338,400074,50,19.0394142,72.9003047,,46.1,33.9,36.8,49.1,39.7,51.1,86,86.7,51,66,68.5,74.9,67.2,122.3,57.5,70.8,64.9,70.9,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Mumbai,C0339,410210,30,19.0716827,73.0756064,,51.5,26.6,89.5,60.1,127.4,55.7,73.1,110.1,71.8,76.3,99.4,65.6,107,69.6,53.9,116.9,93.3,70.7,71,61,39,28,22,28,17,33,22,33,17,28,33,39,22,24,22,28
Mumbai,C0340,400016,46,19.0338855,72.846497,,46.1,58.3,64.6,61,43.9,50.8,35.6,105.2,53.2,56.6,77.8,60.5,60.1,64,98.4,48.7,78.7,69.1,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,24,22,28
Mumbai,C0341,400042,29,19.154725,72.948424,,241.3758929,252.6042614,1.7,0,54.2,56.7,46.9,67.7,55.5,41.2,55.9,50.9,87.8,80.7,52.8,77.9,62.5,68.2,0,0,45,0,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Mumbai,C0342,400012,44,18.9999828,72.84684,,20.5,60,30.5,19.6,29.6,98.4,62,139.1,70.2,40.3,118.2,82.7,61.1,31.9,39.5,41.9,42.3,62.7,71,61,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Mumbai,C0343,400101,22,19.2015229,72.8761016,,10.8,8.6,11.6,19.8,15.3,29.5,15.2,27.4,35,14.8,25,10.2,17.2,46,25.3,24.1,34.2,62.2,60,53,34,31,41,31,38,31,31,31,31,31,28,25,19,20,18,22
Mumbai,C0344,400014,11,19.0138181,72.843938,,43.3,23.6,33.6,30,43.5,54.7,34.3,60.6,38.1,50.1,38.3,33.1,53.6,35.2,46.9,48.3,46.3,61.2,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,22,20,23
Mumbai,C0345,410210,30,19.0343142,73.0610038,,26.1,28.9,36.9,26.5,36.7,40.5,28.5,65.2,39.2,43.8,52.6,44.7,43.2,51.9,35.4,46.7,46.8,59.9,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Mumbai,C0346,400070,26,19.056934,72.882288,,241.3758929,252.6042614,,,,,,,,34.4,31.7,47.7,44.3,31.4,34.6,38.2,26.6,58.2,0,0,0,0,0,0,0,0,0,33,17,28,33,39,22,24,22,28
Mumbai,C0347,400706,20,19.0311122,73.0262743,,43.4,57.7,62.8,62.5,59.9,64.9,50,53.8,94.7,57.1,61.4,46.9,59.8,63.9,65,54.1,66,56.9,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,61,60,61
Mumbai,C0348,400614,30,19.03494073,73.0434421,,241.3758929,252.6042614,,,,,,,,,,,,,,45.9,46,56.7,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,26,24,25
Mumbai,C0349,400086,32,19.0363194,73.0154376,,11.4,21.6,23.1,20.5,55.5,20.5,23.9,41.4,30.3,56.5,35.6,34,21.8,45.8,21.3,33.8,52.9,53,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,38,47
Mumbai,C0350,400016,8,19.0379289,72.842995,,12.5,16.7,34,25.6,21.6,29.7,29.6,69,51.2,34.1,48.4,32.6,34.5,34.8,34.5,32.7,27,51.1,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,60,59,61
Mumbai,C0351,400037,12,19.0144995,72.8618577,,64.4,37.7,52.4,26.9,37.4,67.1,49.5,81.3,63,38.1,46.6,48.6,43.3,46.9,44.1,38.6,62.8,48.6,71,61,39,28,22,28,17,33,22,33,17,28,33,39,22,23,21,28
Mumbai,C0352,410210,18,19.1153798,72.9091436,,0,0,8.7,20.4,33.4,27.7,36.3,59.5,27.9,28.6,37.5,21,24.6,46.4,30.6,31.1,45.2,47.3,0,0,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Mumbai,C0353,410206,21,18.99329081,73.11375978,,241.3758929,252.6042614,,,,,,,,,,,,25.7,25.1,37.8,49.4,43.5,0,0,0,0,0,0,0,0,0,0,29,0,0,31,35,33,35,34
Mumbai,C0354,400706,16,19.0432593,73.0192428,,19.9,13.8,15.2,25.6,4.3,20.3,28.5,22.7,21.9,9.4,19.3,29.7,15.8,15.4,19.2,19.4,19.1,42.6,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,41,39,44
Mumbai,C0355,400028,7,19.0247832,72.8368615,,27.8,26.3,22.5,18.6,29,35.1,33.1,62.6,41.8,33.8,39.2,39.2,57.6,36.2,47.3,33.3,50.6,41.2,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Mumbai,C0356,400071,6,19.0562677,72.8972339,,18,30.1,19.1,18.7,42.2,23.6,23.6,61.5,24.6,29,26.4,24.1,25.4,50.8,29.8,31.2,28.5,40.7,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,39,47
Mumbai,C0357,400028,10,19.1089803,72.8429597,,15.8,10.3,38.1,19.1,15.8,41.1,42.9,42.7,26.8,35.8,44.1,36.2,38.1,30.6,40.6,30.3,38.1,40.4,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,24,23,28
Mumbai,C0358,400016,15,19.0403297,72.8395297,,9.1,16.9,18.6,15,11.7,15.8,7.8,27.9,22.9,23.7,39.8,35.8,57.5,40.4,74.8,46,34.3,40.1,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Mumbai,C0359,400028,20,19.0199629,72.8378532,,44.7,24.5,43.4,31.9,50,49.2,41.5,56.8,47,42.5,40.5,38,29.6,38.9,39.1,26.9,51.7,37.7,25,29,50,58,55,52,50,50,56,54,54,52,58,51,41,42,41,47
Mumbai,C0360,400028,18,19.021942,72.8378313,,46.7,20.9,51.3,31.9,36.6,44.4,33.2,58.1,38.4,32.6,55.5,42.4,37.3,52.6,52.3,31.6,32.6,36.7,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Mumbai,C0361,400071,9,19.0581188,72.8999375,,25.9,45,50.8,42.1,29.5,33.1,40.5,56.1,49.9,37,34.1,47.3,54.5,73.9,40.8,63.8,38.8,35.5,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,57,59,60
Mumbai,C0362,400016,13,19.0364347,72.8418861,,14.8,20,20.4,26,18.1,23.6,11.3,83.5,29.9,41.2,24,38.6,23.1,23.2,43.2,17.2,30.3,31.4,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,57,59,60
Mumbai,C0363,400028,12,19.0150173,72.8346509,,20.9,11.3,33.1,31,32,34.8,26.3,56.3,38.1,24.7,31.8,24.9,27.6,22.6,24.1,20.1,37,30.9,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Mumbai,C0364,410210,11,19.0467872,73.0672841,,22.7,14.4,21.1,9.3,21.7,24.6,30.1,20.5,19.1,25.5,22.1,19.8,16.5,26.4,10.4,19.8,23.7,30.7,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,38,47
Mumbai,C0365,400706,12,19.0338457,73.0195871,,20.9,23.3,10.7,20.8,20.3,19.3,18.9,42,23.9,26.6,29.9,17.4,25.1,30.1,11.9,14,33.4,30.4,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Mumbai,C0366,400028,10,19.0253013,72.8392096,,19,11.5,16.7,18.3,17.2,31.6,23.5,30.4,51.4,20.3,38.4,17.5,15.3,11.2,15.2,21.9,37.7,30.3,62,62,45,47,53,49,53,56,44,42,47,49,51,47,40,38,40,43
Mumbai,C0367,410210,12,19.037803,73.058764,,241.3758929,252.6042614,,,,,,,,12.2,41,20,30.4,37.7,28.2,34.4,33.9,29.9,0,0,0,0,0,0,0,0,0,31,31,31,31,30,33,31,33,32
Mumbai,C0368,410210,13,19.047952,73.070406,,241.3758929,252.6042614,,,,,,,,,18.8,27.9,13.5,19.1,18,15.9,21.4,29.9,0,0,0,0,0,0,0,0,0,0,64,57,71,64,57,55,57,61
Mumbai,C0369,400076,21,19.1166798,72.9036267,,9.1,1.3,11.8,20,10,15.8,4.5,23.6,34.1,22.9,30.4,37.5,38.1,32.2,31.9,23.1,29.8,29.6,28,0,33,37,32,36,36,27,29,26,26,23,27,27,21,23,21,24
Mumbai,C0370,400703,9,19.0802765,72.9996856,,16.2,22.8,15.7,24.8,29.5,16.3,17.1,46.5,22.6,25.1,16.4,13.6,25.9,27.3,21.6,35.6,17.2,29.6,56,56,57,63,7,50,60,64,59,63,65,61,62,64,59,57,59,60
Mumbai,C0371,400101,11,19.1979771,72.8724918,,12.2,10.1,12.6,10.3,15.5,14.4,12.2,21.6,36.5,27.5,25.9,21.1,17.3,20.1,23.1,18.1,23.6,26.6,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,40,39,47
Mumbai,C0372,400063,12,19.023309,72.839964,,241.3758929,252.6042614,,,,62.2,54.9,45.9,85.2,56.5,54.2,36.6,15,24.3,21.2,23.7,16.7,26.4,0,0,0,0,0,52,50,50,56,54,54,52,58,51,41,42,40,46
Mumbai,C0373,410206,7,18.976003,73.031968,,241.3758929,252.6042614,,,,,5,3.6,0,4.1,0,2.4,1.7,0,3.3,2,1.5,25.5,0,0,0,0,0,0,80,80,0,75,75,80,75,0,80,82,80,79
Mumbai,C0374,400703,30,19.0850878,73.0076796,,14.2,27.6,18.6,12.9,11.8,22.8,28.1,40.2,13.4,38.7,21.2,18.7,8.4,28.2,9,11.3,21.2,25,43,37,39,28,22,28,17,33,22,33,17,28,33,39,22,24,23,28
Mumbai,C0375,400614,7,19.031657,73.044509,,241.3758929,252.6042614,,,,,,,,,,,16.7,34,18.6,29.8,31.6,24.6,0,0,0,0,0,0,0,0,0,0,52,0,48,47,47,45,47,47
Mumbai,C0376,400104,11,19.1662209,72.8526263,,22.6,8.9,10.5,29.3,59.7,73,101.2,28,62.8,18,13.4,26,25.3,29.5,31.6,19.9,24,22.4,71,61,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Mumbai,C0377,410206,22,18.976328,73.032647,,241.3758929,0,5,3.2,4.3,2.2,0,19.4,47,23.5,25.9,25.8,21.8,22.3,4,20.3,28,21.2,0,0,19,19,19,19,0,19,19,19,13,19,13,19,13,15,13,15
Mumbai,C0378,400101,5,19.2012656,72.8661949,,21.7,16.8,21.7,36,19.6,48.3,18.4,24.1,24,12.8,24.3,23.7,12.3,19.8,23.3,13,24.7,20.3,14,19,39,28,22,28,17,33,22,33,17,28,33,39,22,20,22,27
Mumbai,C0379,400028,9,19.0158953,72.8374448,,28.2,7.1,14.1,7.8,16.1,18.9,17.2,39.4,18.5,26,25.6,25.3,14.3,35,27.4,91.9,14.1,20.1,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Mumbai,C0380,400101,3,19.2004765,72.8736892,,14.7,7.2,0,5,0,5.6,21.7,0,9.5,7.1,6.1,0,0,2.9,6.5,5.6,4.5,19.8,69,67,0,70,0,68,60,0,75,65,68,0,0,76,60,62,61,64
Mumbai,C0381,410210,15,19.0723931,73.0712411,,2.5,13.9,17.2,16.2,19.4,22.5,24.9,30.3,27,15.4,20.1,10.5,8.2,25.3,27.6,15,17.7,19.8,49,55,34,35,32,35,39,33,34,30,32,43,40,39,34,36,35,37
Mumbai,C0382,400071,8,19.05304,72.892911,,241.3758929,252.6042614,,,,,,,,,,20.6,25,60.8,33.3,22,38.9,19.8,0,0,0,0,0,0,0,0,0,0,29,29,29,29,29,27,29,29
Mumbai,C0383,410210,11,19.047673,73.065833,,12.9,7.9,10,15,13.1,14.2,9.6,14.4,12.4,20.4,18.9,16.1,17.2,17.5,25.1,15.5,17.1,18.8,25,25,43,42,42,42,45,41,46,48,46,48,49,46,46,44,46,46
Mumbai,C0384,410209,14,19.022133,73.091341,,241.3758929,252.6042614,,,,,,0,26.3,12.6,16.3,3.4,8.6,8.8,11,17.2,22.3,18.6,0,0,0,0,0,0,0,0,87,87,54,54,56,52,55,56,55,55
Mumbai,C0385,400089,13,19.0682673,72.8973302,,41.1,36.3,24.7,23.9,22.5,19.5,11.2,30.4,33.7,20.4,18.8,38.4,21.2,44.4,0,19.7,23.9,18.4,71,61,39,28,22,28,17,33,22,33,17,28,33,39,0,23,22,28
Mumbai,C0386,400028,6,19.0203779,72.8313611,,14.7,7.1,27.3,11.9,19.4,46.7,22.5,26.9,28.2,19,16.5,13.2,9.5,20.9,13.1,16.1,19.8,17.4,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,50,52,55
Mumbai,C0387,400706,18,19.0410867,73.0185707,,18.1,30.6,9.9,12.8,7.4,40.7,11.3,44.2,37,45.3,15.1,12.7,14.9,15.6,31.1,22.5,33.2,16.6,71,61,38,65,29,64,66,67,67,63,60,60,63,58,52,53,51,55
Mumbai,C0388,410210,21,19.0439138,73.0656152,,12.8,14.8,17.8,19.4,14.4,23.9,17.6,41,17,0,12.2,7.3,5,27.3,10.5,13.7,17.9,16.5,44,43,53,51,48,48,48,44,46,0,38,38,40,47,29,30,29,35
Mumbai,C0389,410210,18,19.0696274,73.0705033,,18.3,15,12.8,22.8,24.4,19.1,11,21.4,27.1,21.1,29.8,14.5,25.2,42.4,13.1,21.3,18.5,16.3,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Mumbai,C0390,410210,25,19.070842,73.071607,,241.3758929,19,35.4,22.6,13.2,18.2,3.8,62.9,8.8,14.4,9.7,23.9,16.6,23.2,5.4,9.4,14.9,15.3,0,47,19,19,19,19,19,19,19,19,13,19,13,19,13,11,13,14
Mumbai,C0391,400028,7,19.0161228,72.8360206,,33.8,13.4,24.8,21.6,10.3,23.7,9.2,29.2,10.6,13.9,13.9,15.8,10.3,19.7,18.1,19.5,22.8,14.9,25,25,43,42,42,42,45,41,46,48,46,48,49,46,46,47,45,47
Mumbai,C0392,410210,31,19.0372931,73.0685488,,14.7,16.3,45.8,20.3,22.9,28.7,19.4,31,31.3,16.5,41,19,28.6,25.6,19.3,16.4,26.6,14.6,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,23,21,24
Mumbai,C0393,400081,13,19.1725542,72.942537,,48.2,51.3,47.4,72.4,46.4,83.8,81.5,66.8,74,47.4,18.7,32.6,51.9,21.4,49.6,56.1,33.1,14.6,37,38,57,48,48,39,61,46,54,54,58,58,64,54,39,37,39,47
Mumbai,C0394,400706,8,19.045077,73.013337,,241.3758929,21.4,15.4,25.9,38,9.7,17.3,50,29.8,42.3,21.8,16.4,8.3,11.5,15.4,11,10.5,14.4,0,29,50,58,55,52,50,50,56,54,54,52,58,51,41,39,41,46
Mumbai,C0395,410210,10,19.0273563,73.0223973,,6.7,5.9,14,13.1,12.9,12,8.2,15.3,12.9,9.2,15.6,18.8,7.8,17.2,11.5,9,12.6,14.3,48,49,48,49,45,46,52,49,42,51,46,46,43,41,43,45,44,43
Mumbai,C0396,400089,16,19.0685168,72.9049213,,2.4,0,10,12.9,4.8,2.2,30.7,10.5,4.9,9.9,4.2,7.8,3.3,10.4,12.8,17.8,10.9,14.1,87,0,88,87,89,87,85,85,87,87,46,44,44,42,44,42,44,43
Mumbai,C0397,400028,5,19.0161228,72.8360206,,3.4,8.6,27.9,15.9,19.4,19.3,8.3,31.9,16.1,20.9,22.2,24.7,19.6,22.8,30.9,15.5,27.2,13.6,28,44,33,37,32,36,36,27,29,26,26,23,27,27,21,19,21,23
Mumbai,C0398,400014,5,19.0208988,72.8479155,,20.6,8.4,11.6,11.6,7.6,19.4,18.1,19.7,16.4,14.4,8.4,11.1,19,10.2,3.9,8.1,10.9,12.3,43,43,43,43,43,43,33,44,44,44,44,44,44,44,44,42,44,44
Mumbai,C0399,400028,10,19.0157715,72.8351389,,13.2,11.9,16.8,6.3,0,12.1,12,17.2,11.2,13.9,24.3,3.7,13.8,17.8,9.8,11,17.3,11.5,20,40,40,40,0,60,40,40,40,40,40,40,40,60,20,21,19,32
Mumbai,C0400,400706,14,19.0135995,73.02344,,16.9,19,18.7,17.1,33.2,17.8,16.8,10.7,8.6,18,10.8,9.6,15.3,10.7,9.5,8.8,16.5,10.4,30,27,19,19,19,19,19,19,19,19,13,19,13,19,13,14,12,14
Mumbai,C0401,400028,6,19.0159394,72.8364314,,7.8,5.2,26.2,4.7,9.1,17,12.8,18,16.8,8.3,14.1,8.7,10.9,9.9,8.7,8.9,14.3,10.1,33,37,30,30,30,26,26,30,22,22,29,36,32,36,36,34,36,35
Mumbai,C0402,400101,7,19.209688,72.8713018,,9.9,0,0,0,3.7,9.8,4.6,9.7,9,4.3,9.4,4.7,2.4,7.3,7.9,2.8,6.9,8.7,60,0,0,0,53,53,53,54,53,50,51,50,50,50,47,45,47,48
Mumbai,C0403,400706,11,19.0388469,73.0273719,,5,6.7,7.4,0,11.8,13.3,5.8,13.7,12.8,0,17.7,7,0,18,18.7,7.6,9.7,8.5,72,74,70,0,66,56,61,53,55,0,41,35,0,48,38,40,39,41
Mumbai,C0404,410210,16,19.0518546,73.072417,,10.8,10.3,20.6,11.8,29.4,4.9,9.9,15.6,12.9,6.6,10.2,18.3,12.6,41.4,7.2,13.4,8.5,8.1,75,75,50,50,50,50,25,50,50,50,25,25,25,25,50,48,50,40
Mumbai,C0405,410210,17,19.0462249,73.0836429,,6.5,6.5,9.6,11.8,10.7,18.4,7.1,12.5,6.1,8.7,8.5,13.2,10.8,11.7,10.9,3,9.6,5.6,32,32,17,22,18,18,16,20,16,23,28,31,27,29,28,30,28,28
Mumbai,C0406,410206,9,18.973928,73.028245,,241.3758929,252.6042614,,,,0,9.2,6.3,8.8,10.5,2.9,11.7,0,0,4.3,10.5,26.4,5.4,0,0,0,0,0,0,69,68,71,68,75,68,0,0,68,69,67,68
Mumbai,C0407,400101,18,19.1979771,72.8724918,,8.9,4,2.7,0,0,0,3.3,3.6,4.4,4.3,3.9,4.1,3.7,3.4,4.9,3.8,4.3,4.3,80,80,80,0,0,0,76,78,75,78,79,77,78,79,76,74,76,76
Mumbai,C0408,400101,1,19.1989691,72.8724097,,6.4,2.5,0,7.2,0,6.3,2.7,0,2.4,7.3,6.7,0,5.2,0,3.8,0,2.5,0,48,50,0,46,0,45,41,0,46,45,0,0,44,0,44,0,44,0
Mumbai,C0409,400037,14,19.027621,72.879737,,241.3758929,252.6042614,1.3,3.5,8.1,5.7,9.2,17.7,5,7.7,0,0,0,0,0,0,0,0,0,0,29,29,31,26,29,26,30,27,0,0,0,0,0,0,0,0
Mumbai,C0410,400024,48,19.06258,72.882163,,241.3758929,252.6042614,,,,0,43.9,40.1,26.9,1,9.5,8.7,0,15.6,0,0,0,0,0,0,0,0,0,0,55,53,51,55,0,76,0,76,0,0,0,0
Mumbai,C0411,400022,17,19.057262,72.882195,,241.3758929,252.6042614,,,,0,15.4,24.9,14.3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,43,41,0,0,0,0,0,0,0,0
,,,,,,avg,241.3758929,252.6042614,241.346648,239.5890756,274.7595109,279.5002632,248.7809399,295.5898438,273.10625,258.8857513,271.1282776,230.5956633,256.927551,274.2426396,254.9179293,264.0718274,286.0267003,274.1992443,39.6025,40.85,37.6725,39.1475,34.035,39.975,43.7675,42.0325,41.51,42.1425,40.79,41.08,43.4125,42.3475,35.0825,34.7425,35.3975,38.5325
